,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Baraboo,1,US,1553362523,49,43.47,-89.74,50.0,5.82
375,Desert Hot Springs,1,US,1553362516,40,33.96,-116.5,73.99,3.4
376,Levelland,40,US,1553362369,27,33.59,-102.38,62.6,18.34
377,Lithakia,0,GR,1553362276,59,37.72,20.83,62.6,5.82
378,Lubana,0,CD,1553362552,88,0.23,29.1,65.92,1.16
379,Mayo,75,CA,1553360400,56,63.59,-135.9,42.8,11.41
380,Mehamn,0,NO,1553362554,73,71.03,27.85,27.4,5.64
381,Port Keats,76,AU,1553362556,78,-14.25,129.55,87.07,16.82
382,Gorontalo,24,ID,1553362557,95,0.54,123.06,72.13,2.17
383,Barguzin,80,RU,1553362558,74,53.62,109.63,20.92,3.74
384,Nioro,64,GM,1553362354,39,13.79,-15.05,87.97,3.74
385,Sinnamary,92,GF,1553362442,87,5.38,-52.96,82.39,11.34
386,Dubno,0,UA,1553361037,37,50.42,25.75,44.01,3.18
387,Manama,0,AE,1553362455,34,25.33,56.02,80.6,20.8
388,Goderich,0,CA,1553362414,82,43.74,-81.71,35.01,5.99
389,Constitucion,5,MX,1553362216,20,23.99,-104.67,64.0,4.7
390,Port-Gentil,40,GA,1553360400,83,-0.72,8.78,84.2,11.41
391,Shenjiamen,0,CN,1553362332,95,29.96,122.3,49.45,11.9
392,Antalaha,64,MG,1553362568,89,-14.9,50.28,79.6,9.1
393,Baracoa,100,CU,1553362279,100,20.35,-74.5,75.55,7.76
394,Lake Havasu City,1,US,1553362370,37,34.47,-114.34,70.0,4.7
395,Nigde,44,TR,1553362281,74,37.97,34.68,35.95,2.95
396,Alugan,20,PH,1553362572,95,12.22,125.48,76.36,12.24
397,Bezhanitsy,68,RU,1553362574,42,56.97,29.88,41.35,17.27
398,Trelew,68,AR,1553362575,45,-43.25,-65.31,66.1,24.09
399,Itapuranga,56,BR,1553362576,88,-15.56,-49.95,82.21,4.63
400,Pangoa,32,PE,1553362577,92,-12.12,-73.0,72.4,2.39
401,Tuatapere,76,NZ,1553362209,90,-46.13,167.69,55.99,6.76
402,Samarai,92,PG,1553362318,100,-10.62,150.67,75.82,9.78
403,Caconde,40,BR,1553357301,73,-21.53,-46.64,86.0,5.82
404,Saint-Francois,0,FR,1553360400,39,46.42,3.91,64.4,8.05
405,Charagua,90,BO,1553356800,77,-19.79,-63.2,69.8,6.53
406,Luanda,20,AO,1553360400,78,-8.83,13.24,82.4,6.93
407,Moron,0,VE,1553362586,50,10.49,-68.2,87.25,4.63
408,Banda Aceh,8,ID,1553362587,93,5.56,95.32,76.27,1.83
409,Methoni,0,GR,1553362550,67,36.82,21.7,62.01,16.37
410,Muroto,12,JP,1553362590,100,33.37,134.14,40.09,7.99
411,Bushehr,0,IR,1553360400,64,28.97,50.84,69.8,2.17
412,Isabela,24,PH,1553362592,89,10.2,122.99,74.29,3.74
413,Broken Hill,64,AU,1553356800,50,-31.97,141.45,75.2,13.87
414,Cerritos,75,US,1553362580,63,33.86,-118.05,64.0,3.36
415,Kirkkonummi,75,FI,1553362572,93,60.12,24.44,39.2,11.41
416,Hereford,20,GB,1553362569,61,52.06,-2.72,52.0,3.36
417,Zhigansk,68,RU,1553362598,78,66.77,123.37,8.77,6.42
418,Katsina,0,NG,1553362599,34,12.99,7.6,91.84,3.4
419,Izumo,75,JP,1553360400,80,35.37,132.75,39.2,8.05
420,Henties Bay,0,NA,1553360527,88,-22.12,14.28,63.0,10.0
421,Nizhnevartovsk,0,RU,1553360400,86,60.93,76.58,28.4,4.47
422,Morro Bay,90,US,1553362319,87,35.37,-120.85,57.99,3.36
423,Barcelos,0,PT,1553362024,39,41.53,-8.62,71.01,11.41
424,Luderitz,8,NA,1553362606,82,-26.65,15.16,63.49,11.79
425,Provost,0,CA,1553362607,69,52.35,-110.26,51.43,8.55
426,Sola,75,NO,1553362569,75,58.89,5.65,44.6,16.11
427,Aranos,100,NA,1553362610,16,-24.14,19.11,90.04,8.43
428,Dongsheng,44,CN,1553362611,84,29.72,112.52,40.54,4.97
429,Mitsamiouli,40,KM,1553360400,88,-11.38,43.28,80.6,3.36
430,Luohe,8,CN,1553362613,71,33.57,114.03,36.49,3.18
431,La Palma,56,CO,1553362615,94,5.36,-74.39,72.67,2.28
432,Mujiayingzi,0,CN,1553362616,63,42.12,118.78,25.51,8.43
433,Zabaykalsk,0,CN,1553362617,45,49.64,117.33,26.77,15.7
434,Arcata,90,US,1553362515,87,40.87,-124.08,53.01,1.5
435,Kutum,36,SD,1553362364,41,14.2,24.66,76.99,2.95
436,Petropavlovsk-Kamchatskiy,40,RU,1553360400,81,53.05,158.65,32.0,11.18
437,Ahipara,64,NZ,1553362622,100,-35.17,173.16,60.7,2.39
438,Novobiryusinskiy,80,RU,1553362623,83,56.96,97.71,26.77,2.95
439,Alice Springs,0,AU,1553360400,40,-23.7,133.88,86.0,5.82
440,Roding,1,DE,1553362206,51,49.19,12.52,61.0,2.39
441,Vila Velha,75,BR,1553362020,83,-3.71,-38.6,81.0,6.93
442,Barra dos Coqueiros,20,BR,1553362446,84,-10.91,-37.04,85.63,4.52
443,Canakkale,0,TR,1553359800,54,40.15,26.41,54.0,13.87
444,Miquelon,75,PM,1553360400,93,47.1,-56.38,35.6,14.99
445,Kautokeino,24,NO,1553362631,75,69.01,23.04,29.65,10.78
446,Anadyr,76,RU,1553362397,76,64.73,177.51,-7.01,4.47
447,Saint-Pierre,0,FR,1553362325,76,48.95,4.24,59.0,11.41
448,San Cristobal,75,EC,1553362278,49,-0.39,-78.55,73.4,6.93
449,Romita,20,MX,1553359440,37,20.87,-101.52,69.8,4.7
450,Ocampo,0,PH,1553362446,95,13.56,123.37,73.93,8.99
451,Sorland,92,NO,1553362638,95,67.67,12.69,41.08,39.97
452,Taree,75,AU,1553362564,100,-31.91,152.46,68.0,2.24
453,Ryotsu,92,JP,1553362640,100,38.08,138.43,39.46,21.74
454,Smoljan,0,ME,1553362642,66,43.09,19.23,39.91,3.18
455,Imbituba,20,BR,1553360400,54,-28.24,-48.67,80.6,12.75
456,Imeni Stepana Razina,88,RU,1553362644,93,54.89,44.3,32.8,6.42
457,Coihaique,20,CL,1553360400,51,-45.58,-72.07,60.8,8.05
458,Olinda,75,EC,1553362181,66,-2.03,-79.75,87.01,3.36
459,Vuktyl,8,RU,1553362647,83,63.86,57.31,21.82,4.74
460,Ginda,20,IN,1553362648,61,30.69,78.49,42.25,2.95
461,Aketi,20,CD,1553362650,79,2.74,23.78,82.3,1.61
462,Saulkrasti,90,LV,1553362608,81,57.26,24.42,46.4,10.29
463,Bilibino,0,RU,1553362652,25,68.06,166.44,-18.24,2.17
464,Taraz,90,KZ,1553362506,87,42.89,71.39,46.4,2.62
465,Priladozhskiy,75,RU,1553362535,80,59.85,31.48,39.2,8.95
466,Cortez,75,US,1553362618,65,37.35,-108.58,44.6,4.41
467,Malanje,48,AO,1553362657,96,-9.54,16.35,70.42,4.29
468,Clearlake,1,US,1553362630,81,38.96,-122.63,55.99,4.07
469,General Elizardo Aquino,8,PY,1553362659,84,-24.45,-56.9,85.09,4.18
470,Bereda,0,ES,1553362249,42,43.27,-7.54,66.2,6.93
471,Mantua,0,IT,1553362549,28,45.16,10.79,69.8,2.24
472,Mezen,92,RU,1553362663,81,65.85,44.24,33.52,14.25
473,Laje,76,BR,1553362664,80,-13.18,-39.42,82.75,2.51
474,Ikalamavony,48,MG,1553362665,83,-21.17,46.6,66.19,4.74
475,Saiha,0,IN,1553362499,91,22.49,92.98,64.39,1.61
476,Sabha,0,LY,1553362647,42,27.03,14.43,63.4,6.2
477,Adelaide,75,AU,1553362650,77,-34.93,138.6,70.0,5.82
478,Riyadh,0,SA,1553360400,29,24.63,46.72,77.0,8.05
479,Praia da Vitoria,75,PT,1553362262,67,38.73,-27.07,59.0,31.25
480,Buta,44,CD,1553362672,91,2.79,24.73,75.28,2.73
481,Rio Grande,40,BR,1553360400,47,-32.03,-52.1,78.8,13.87
482,Magrath,75,CA,1553360400,70,49.42,-112.86,44.6,8.05
483,Koumac,92,NC,1553362640,90,-20.56,164.28,76.99,7.43
484,Kahului,20,US,1553362430,72,20.89,-156.47,69.8,3.36
485,Tuscaloosa,1,US,1553362542,26,33.21,-87.57,70.0,3.51
486,Suntar,80,RU,1553362680,69,62.16,117.65,13.09,8.77
487,Saint Anthony,90,US,1553362526,93,43.97,-111.68,42.01,5.82
488,Great Yarmouth,0,GB,1553362666,57,52.61,1.73,48.99,6.93
489,Miri,12,NG,1553362684,21,10.31,9.75,89.05,8.43
490,Poum,20,MK,1553362200,28,41.28,20.71,57.2,3.36
491,Carauari,12,BR,1553362686,73,-4.88,-66.9,87.43,3.96
492,Amga,76,RU,1553362687,64,60.89,131.98,2.29,3.74
493,Merauke,56,ID,1553362569,100,-8.49,140.4,75.82,4.52
494,Havelock,1,US,1553362420,28,34.88,-76.9,62.01,11.41
495,Martil,75,MA,1553360400,67,35.62,-5.28,64.4,21.92
496,Conil,0,FR,1553362692,30,44.97,3.72,52.33,4.74
497,Aldama,24,MX,1553362516,72,22.92,-98.09,82.99,13.0
498,Kortkeros,0,RU,1553362631,64,61.81,51.56,35.6,4.47
499,Grootfontein,92,NA,1553362695,31,-19.56,18.1,82.12,5.41
500,Duekoue,80,CI,1553362696,45,6.74,-7.35,89.95,3.18
501,Nogent-le-Rotrou,0,FR,1553362521,76,48.32,0.82,59.0,8.05
502,Qianan,0,CN,1553362699,71,44.99,124.06,25.69,13.69
503,Milove,92,RU,1553362700,96,49.38,40.13,33.34,12.8
504,Pegnitz,0,DE,1553362625,41,49.76,11.54,60.8,4.7
505,Aguimes,20,ES,1553362533,56,27.91,-15.45,69.01,25.28
506,La Rioja,0,AR,1553362703,77,-29.41,-66.86,75.82,4.07
507,Olavarria,0,AR,1553362704,57,-36.89,-60.32,77.44,17.94
508,Zonguldak,8,TR,1553362706,82,41.25,31.83,40.99,8.77
509,Biak,44,ID,1553362707,97,-0.91,122.88,79.42,3.18
510,Margate,75,AU,1553362694,68,-43.03,147.26,64.4,10.29
511,Rorvik,92,NO,1553362502,77,64.86,11.24,41.0,8.01
512,Guymon,1,US,1553362484,54,36.68,-101.48,59.0,9.17
513,Portland,90,US,1553362406,87,45.52,-122.67,52.0,4.7
514,Winslow,0,GB,1553362633,57,51.94,-0.88,54.0,5.82
515,Iracoubo,56,GF,1553362714,62,5.48,-53.21,84.37,6.87
516,Oistins,20,BB,1553360400,58,13.07,-59.53,84.2,18.34
517,Bulaevo,0,KZ,1553362716,61,54.91,70.44,14.35,4.97
518,Valdivia,75,CL,1553360400,59,-39.81,-73.25,64.4,8.05
519,Zhicheng,12,CN,1553362719,61,35.04,112.59,31.72,2.28
520,Angoram,68,PG,1553362720,94,-4.06,144.07,77.89,2.39
521,Nelspruit,92,ZA,1553362411,88,-25.48,30.98,72.0,5.82
522,Port Shepstone,92,ZA,1553362722,90,-30.74,30.45,76.09,23.09
523,Birjand,75,IR,1553360400,62,32.86,59.22,51.8,21.92
524,Mahebourg,75,MU,1553362440,88,-20.41,57.7,80.6,8.05
525,Bonavista,12,CA,1553362726,77,48.65,-53.11,44.14,10.33
526,Aykhal,64,RU,1553362727,59,65.95,111.51,-3.57,8.32
527,Chumikan,0,RU,1553362728,53,54.72,135.31,6.97,7.76
528,Freeport,0,BS,1553356800,50,26.54,-78.7,75.2,9.17
529,Coffs Harbour,40,AU,1553362694,78,-30.3,153.13,75.2,16.11
530,Sambava,32,MG,1553362732,100,-14.27,50.17,83.02,16.15
531,Tenenkou,44,ML,1553362734,23,14.46,-4.91,97.06,5.97
532,College,1,US,1553362640,64,64.86,-147.8,37.0,8.05
533,Pushkinskiye Gory,76,RU,1553362736,55,57.02,28.91,43.69,18.05
534,Ust-Omchug,44,RU,1553362737,62,61.13,149.63,-1.86,3.74
535,Vila,0,IT,1553362684,47,45.18,8.4,70.0,3.36
536,Chesma,44,RU,1553362739,86,53.81,60.65,26.86,3.18
537,Vondrozo,92,MG,1553362741,99,-22.82,47.32,69.97,4.07
538,Alekseyevka,0,RU,1553360400,86,53.25,50.49,30.2,4.47
539,Ostrovnoy,8,RU,1553362641,87,68.05,39.51,29.29,26.33
540,Torbat-e Jam,0,IR,1553362744,86,35.24,60.63,35.95,2.17
541,Bambanglipuro,48,ID,1553362745,97,-7.95,110.28,73.12,3.06
542,Makakilo City,75,US,1553362698,77,21.35,-158.09,71.6,4.7
543,Koutsouras,0,GR,1553362555,58,35.03,25.95,61.0,13.0
544,Beian,75,NO,1553362744,74,63.66,9.57,39.0,48.32
545,Ambon,0,FR,1553362708,54,47.55,-2.56,64.0,8.05
546,Melilla,40,EC,1553356800,83,-0.8,-80.23,82.4,5.82
